Reviews,rating
These are beautiful earring climbers!!! I wanted a simple silver look and these are PERFECT,1
"I don't wear earrings a lot.  Due to my job requiring me to be on the phone almost 80% of my day, they are uncomfortable.  But these, are exactly what I needed!  I've gotten a lot of compliments on them!",1
Fast shipping & the quality is excellent!! I was able to adjust the ear climber easily & it feels very secure. Love the way they look—just like the photo.,1
"Earrings are absolutely beautiful and Inali was so incredibly sweet and accommodating when the US postal serviced seemed to misplace my package. She runs a fantastic shop and I highly recommend supporting her work. Thanks again, Inali! xx much love.",1
IN LOVE! These are so flipping cute and I get so many compliments!,1
Loved these earrings!,1
Lovely simple design.. Will wear often. Long time to ship and slight imperfections in silver coating.. but overall very nice. Thanks!,1
"These are super cute, fit nicely, are easy to use, and got lots of compliments! The packing was safe, and the shipping was very fast. When I had a question about the item, the store owner replied very promptly. Be advised that the two ""jacket"" sections are textured on the same side (not mirror-images of each other), so when you flip one to wear it, they are slightly different. Also, the earrings I received look more like gold cylinders (about 3mm high) rather than the dimpled, button-like ones in the photo. This was totally fine for me, and I am very happy with my purchase, but if you have questions about the set, just ask the seller! She's very friendly and quick to get back with you. Overall, I love this set and feel pretty wearing it. :)",1
"These are so fun!! They are definitely big which means they don't pair easily with other large earrings, but if you're buying them to be the statement piece (which is what I did), then they are perfection! Definitely my current favorite earrings! And easy to use with a mask!",1
Love these! First time trying this style and I’m addicted. These are simple and elegant.,1
Love these!!! Wear them for a statement stud and also plan to pair it with a pearl stud for my wedding. :) thank you so much,1
Gorgeous!!!! The pictures did them justice and they're perfect for my wedding!!,1
I was very pleased with how it looks I love them         They came in record time I would definitely recommend them to anyone,1
These were beautiful and look real - were beautiful to wear on my wedding day!,1
So cute!! Got a lot of compliments! Easy to put in too and great quality!!,1
"Beautiful piece of jewelry, shipped quickly! And the seller customized the size for me. Definitely recommend!!",1
Absolutely love these earrings!! They're exactly what I was looking for. They're beautiful and super comfy!,1
"Love these earrings! Beautiful! Great communication, lost an earring and they made a special order for me to replace earring. Def would buy from again!!",1
I love this set.  It is very small but exactly what I wanted.  Thanks!!,1
Love these! Thank you for the upgrade to a better material! I will probably be a repeat customer in the near future :),1
"The x is much smaller than the picture suggests. It’s maybe the size of a pencil eraser. It’s kind of hard to see. Maybe these models just have tiny faces and ears, but i was expecting the earrings to be larger.",1
The earrings are fabulous! Greatly appreciate their simplicity & minimalistic nature.  Thank you!!! <33,1
"Delicate and beautifully hand made, these were shipped quickly and securely! Maybe it is just my curved earlobes, but the triangle ear jackets weigh next to nothing so they may not hang straight downwards. Your ears may differ. Thank-you for the earrings.",1
"These are my new favorite pair of earrings! They seriously go with everything. They were packaged securely and arrived in as timely a manner as I could have hoped, given that they came from another continent. I don't buy much jewelry, but I can definitely see myself buying more pieces from airlab!",1
"The earrings are beautiful and unique - I get so many questions and compliments about them, I am definitely purchasing from AIRlab again.",1
I absolutely love my new earrings! Dainty and adorable. I get lots of compliments on them. They shipped very quickly and I couldn't be happier! Thank you very much!!!,1
They're the best earrings I've ever worn. I don't even know how you could do such a perfect handmade work! Stunning!!,1
Bought these ear jacket earrings with the lotus studs. They are even more beautiful than the pictures show. Love them!,1
"These are even MORE beautiful in person! I absolutely LOVE LOVE LOVE them!!!!! I can't believe how pretty they are, even in their own simplicity! Thank you so much!",1
"I love these earrings!  They're super versatile and can be worn dressy or casual. I also love that I can just wear the main bar only if I want, so it's like getting two pairs in one.",1
"These are so nice on.  First time wearing ear jackets and they were a bit fiddly to get on but practice makes it easier.  Really understated, modern look.  Love them!",1
I love these earrings and have had so many compliments on them.  They are different and fun.  Shipping was great.,1
"My ear climbers are elegant and a bit sassy. I get lots of compliments. The short climbers are a perfect size for my small ears and are very comfortable to wear. I love them!
The international delivery and correspondence was very quick. I'm already trying to work out my next Glamrocks Designs purchase - thank you!",1
I love them!!! Super cute!! And lots of compliments.,1
"I love them! Simple and unique, which is exactly what I wanted. Very fast shipping- just perfect!",1
These are beautiful! Shipping was very fast and packaging was perfect.,1
Beautiful and dainty! I love these!,1
So adorable. Love my ear ring crawler,1
Beautiful earrings! Only complaint is that it frequently gets caught on my hair because of the long back,1
"I really like these earrings. I always wear this long style and these are super cute. If you want to give them as a gift, the box they come in is super cute and fancy looking. The shipping was very fast, I ordered these earrings the same day as another pair of earrings from another Etsy store, and they arrived today whereas the other store only shipped theirs today. Id 100% recommend this seller.",1
Absolutely beautifully packaged and the amethyst leaf is gorgeous! Will purchase again !,1
"These beautiful amethyst leafy earrings were exactly what I was looking for. They are completely unique from a basic stud. And they are personalized to my birthstone, which makes it even more special!! Great work and shipping was fast! 
Will be ordering more !",1
"Truly beautiful piece of jewelery! I was so surprised at how shiny and sparkly this was when I opened up the box. My original plan was to wear 1 snake earcuff then another simple stud on the other ear, the snake was so pretty that I immediately ordered a second 1 in silver to match the gold one. I can't wait till it gets here. I also bought a pair of the leaves studded earrings. I love them as well.",1
"These earrings are truly beautiful! I ordered them for my wedding day, crystal and rose gold finish! Can’t say enough, truly perfect for my big day!",1
What an amazing purchase! This climber earring is absolutely stunning. It is so much more beautiful in real life. It is such a bonus that a matching stud is also supplied for the other ear. Highly recommend!,1
AMAZING earrings!!! Purchased for my wedding and cannot wait to wear them. I had to contact customer service because I messed up my order and Tommy was SUPER helpful and great to work with. Highly recommend this shop!!,1
Amazing customized earrings! Fantastic quality! Very comfortable for such a large crawler and stays in place!,1
I really like this necklace it's very dainty and I love how it doesn't come with adjustable length options - because it doesn't get caught up with my other necklace. It's the right amount of sparkle too.,1
I just got them. Wow. They are so pretty. I will definitely come here to buy more! Thank you!,1
This chain is absolutely perfect. The shine and the reflection it give off when it hits the light is the best. Looks beautiful with my CC charm. Thank you.,1
"It’s so beautiful, I love it. It really gleams like real gold. You can definitely see the quality in the way it sparkles. I got the thinnest chain and it still shines very bright. Thank you so much.",1
"I LOVE these ear jackets!  As soon as they arrived, I switched out what I was wearing for these, and I've barely taken them off since!  They are very well made, and I just love the look.  I measured my ears to ensure these would fit (well, I had a helper).  They sometimes fit a little longer than pictured, but if I push the bottom against my ear, they look as pictured.  Either way is great - don't hesitate!  Virginia, thanks for making these for me!",1
"Beautiful handmade earrings. My earlobes are kind of small so the ball spheres hang down a little lower than shown in the picture, but they are really cool anyway. The seller kept in touch with me about shipping when the wait was a little longer than expected. Thanks!",1
"I have always hated jacket earrings...until I saw these!!!  So cute, such simple design, clever, and modern.  I love them!!",1
Fab!,1
"Beautiful as always! Shipping was reasonably fast. Each piece is so well made, I am a lifetime fan.",1
Loved these. Took a lil while to get to me but I was not in a rush. I think covid slowed transit down. But love these. No complaints,1
"These earrings are very beautiful, one of my favorites now! :)",1
Very pretty I love them!,1
Very cute and very comfortable!,1
Very pretty.  My daughter loved them.,1
Very cute and unique earrings!,1
"I bought these as a treat for myself.  I love ear crawlers and jackets and wanted a rose gold pair to wear with some necklaces I have.  These were just right!  Shiny and not too big.  The packaging was very luxe and these arrived first out of several things I ordered. My sis noticed them when I wore them and gave me a compliment. :D  The packaging did say they were made in China so they're good quality fashion jewelry, which is what I expected for the price point.  All in all I'm happy with this purchase and definitely would purchase from this shop again!  The packaging is nice enough for gifts, too.",1
Amazin necklace!! you won't regret,1
It is absolutely beautiful!! Exactly what I was hoping for-thank you so much!!,1
Loved the look online. Just think it's over priced for the quality of product that arrived. My backing fell off before I could even get to wear the earrings.,1
The seller was extremely pleasant and easy to work with. They answered all my questions. I was confused by the shipping but it came at a good time. Thanks!,1
I love those earrings! They fit perfectly and they look so great!,1
My secret santa loved them. Thanks so much!,1
"Very happy,  earrings are beautiful, wish I had ordered a pair for myself. Good communication and shipping.",1
"Received my earrings very quickly, as promised. I love them.",1
"This is second pair I have bought, first were a gift,  this pair for me. Beautiful earrings.",1
Very happy with my earrings. Looks exactly like picture and postage was super quick!,1
I love these! They are so cute. Substantial feeling too- like they won’t break ever. I also love the length up my ear :) I’m so happy! Thank you! I’ll be back for more!!!!,1
Beautiful! I am in love with these! ❤️❤️,1
"I love these earrings,  they are just gorgeous! They are well-made and the gems sparkle and shine. Thanks for shipping quickly.  I will be enjoying these for many years to come!",1
"I love these ear climbers! I have little ears and have the hardest time finding ones that stay on and FINALLY, these stay on perfectly!!!",1
Love these earrings! They are the perfect size. Also shipping  was incredibly quick!,1
"Love the earrings, great quality too. Can’t wait to buy more from this shop!",1
"Love this ear crawler and all my pieces from Vintage Acorn. Well crafted, friendly seller and was able to pick up at my convenience!",1
"My earring arrived very quickly, love the earring and the cute little box it came in.
Thank you",1
"Was just what I wanted.
Very delicate.
I am receiving so many compliments!!",1
"I love my new ear climbers!  They came in a lovely little package, tied with a bow!  They are beautifully made!",1
"Beautiful craftsmanship, they look just like the photos! I'm finding it a bit uncomfortable to put them in my ears, but I guess that probably just takes some practice (this is my first pair of ear climbers). They were carefully packaged and shipped quite fast. All in all, I would buy from this seller again. :)",1
These earrings are absolutely beautiful! Took me a bit to get them in place the first time and adjusted to my ears but now they sit comfortably and are a breeze to put in. I would highly recommend them!,1
Very cool!!  I wish my ears were still pierced as I would have kept them for myself!!  Thank You,1
"Beautifully crafted. Shipping was fast and well packaged.
Thanks for great work and lovely ear sweeps.",1
Lots of compliments!  Great product!,1
Smooth transaction. Love them so much.,1
"Such unique pieces! It was so hard to choose, they’re all so cute but I am so happy and pleased with my septum, and my nostril hoop! I also got a L shaped stud, but can’t change it yet but am so excited! It shipped in a cute little wooden box as well 🥰 love all of my pieces SO much!!",1
"this nose ring is awesome!! it has a double look, one with the gemstones and I love the way it hooks under my nostril making it look like a hoop. Easy to put in and it feels very comfortable. I get lots of compliments! Plus the artist lives in the Ukraine. Glad to help a sista out!",1
"This is my new favorite septum ring. The 8mm 16g fits snugly, but comfortably, under my nose. It was tricky for me to get in at first, since the hinge goes from right to left while putting it in... but I have others like that and am getting used to it. 

I love how customizable this shop's rings are. The gold with red stones really pops.

The seller treated me very well,  responding quickly and courteously to my questions. I appreciate the personal touches to Etsy transactions. Thank you for this gorgeous jewelry and friendly experience!",1
Die Ear Crawler sind total Klasse und super schnelle Lieferung. Werde auf jeden Fall wieder vorbei schaun.,1
"Perfect earrings, well made, good quality. The only point is excessive packaging, I would prefer to receive all buckets and letters electronically.",1
I absolutely love my ear crawlers they are adorable and stay put unlike most where you have to keep adjusting and tightening! I’ve received so many compliments! I can’t wait to get more! I love these earrings so much I would love to help the owner advertise! 😘,1
"Very pretty & just as pictured!  I love that you can't even feel them, they are so comfortable!  Got lots of compliments.  Fast shipping too - thanks!!",1
Absolutely gorgeous earrings - they look high quality and I’m eager to give them as a gift! (Might buy some for myself later too) Shipping was super speedy as well,1
Super cute and high quality!! I have gotten many compliments on them :) Great for people who have only pierced their ears once and don’t have 2nd holes,1
"The items are beautiful, nicely handcrafted with a lovely and delicate design. They fit elegantly on the ears. The seller is an absolute star: the parcel got lost on the way and the seller simply resend the goods via courrier at no extra cost. Thank you so much!",1
Love this piece. Beautifully designed and fits my ear perfectly.,1
Beautiful earrings and well made. Shipping was exceptionally fast considering the epidemic and that they arrived from Europe. I am very happy with them!,1
"I took a punt and bought the blue topaz studs for my wife's birthday and - to my relief! - she was delighted with them.  She says they are pretty, elegant and very good quality.  Job done!  Thank you SummerHouseSilver!",1
"Bought a pair of silver earrings and I absolutely love them. They are so unique, look great either for a dressed up look or casual look. Very very happy with my purchase. Item arrived the next day, great customer service!",1
"Ordered on Sunday dropped through the letterbox on Tuesday!  Great value, really pretty and unusual design, came really nicely presented in a box.  Would definitely recommend.",1
"Beautiful Earings. Intricate work, professionally finished. Speedy delivery and well packaged. I’m very pleased with my first Etsy purchase.",1
The earrings are just as pictured - Beautiful!,1
Beautiful earrings!! They look even more amazing in person! Very fast shipping! Will certainly be ordering more :),1
#NAME?,1
I bought the rose cold constellation earrings as a birthday gift for my sister and she absolutely loved them. Sophia also answered all of my questions promptly and was very accommodating. I also received the earring sooner than expected. Very happy with my purchase :),1
BEAUTIFUL earrings! I love these earrings so much! I wore them in my wedding and received so many compliments.  The sparkles were gorgeous. I technically didn't wear them as intended with the climbing style because I realized that personally I have pretty small ears and when I put them on as so the earrings kind of flared out. So I switched sides with the earrings and allowed them to hang down. They were beyond expectations and SO beautiful. I would highly recommend these earrings and shop to anyone looking for the perfect amount of sparkle and beauty!,1
I wore these as MOH at my friend's wedding. Absolutely loved them!,1
"I absolutely love this earrings!!! The crystals are sparkling so beautifuly and they're really stylish. They're exactly as I wanted them to be, can't wait to wear them on my wedding day! It's a really special final touch on my outfit for That Day... THANK YOU A LOT!! <3 <3 <3",1
"Absolutely stunning earings!!! My only complaint: while the clamp style backing on the top of the earing is great for keeping it in place, it is slightly uncomfortable. That said, I'm very happy with this purchase and would definitely buy from this seller again.",1
"I absolutely LOVE this item! I've been looking for a more fun item for my cartilage piercing and j have finally found it. Great material. Very awesome artist too- I goofed and ordered the left earring when I needed the right, and she was so open to the exchange and it was super easy. Thanks Melanie!!",1
"I love it!...might want to pierce the left just to wear another one of these. Just a suggestion, maybe a shorter post with a smoother/screw clasp...but still love what I got!",1
The package is wonderful and thoughtful. This cartilage earring is by far the best earring i bought. It is not heavy and it looks good. Thank you,1
In love with this new piece! Even better in person!! Thank you!,1
"VERY beautiful, just as pictured. Sparkles like no other.  I'd 100% order from this shop again in the future.",1
"Previous ratings were right, even more stunning in person.  Lovely stones, lovely craftsmanship.",1
I have come to admire this very different style of earring.  Quite stunning in person. I purchased to coordinate with the equally gorgeous Sapphire Blue bracelet in this order.  High quality creation.,1
"wow! all I can say is these are wonderfull. I tried them on and my twin sister went screaming to her computer to see what else you guys have. love,love love them",1
I wore these beautiful earrings for my wedding and they were perfect. She made sure I had them in time and I received  so many compliments.  I love that I will definitely wear them over and over too. Can be dressed up or dressed down!,1
These are even more beautiful in person. I got two pairs. One yellow gold (left) and one white gold (right). Both hammered. The hammered effect makes the light hit them at different angles and gives them a little sparkle. They can be dressed up or down. The shop owner is amazing and communication is fantastic! Highly recommend!,1
"Beautiful ear climber, looks stunning! I'm really happy with it, thank you!",1
"Really LOVE it! Sits perfectly, very light and elegant, fits to any look and highlights the ear beautifully. Delivery was quick and painless, everything is perfect. 

Thank you, Claire, I will be back:)",1
Love these!  Not gaudy and adds interest to studs. Light and move beautifully,1
"Amazing packaging, very creative and eco friendly.  These jackets are great for wearing with any studs, haven't tried them slipped onto climbers yet but I can see them being amazing for that as well.  Very tempted to get the longer pair as well.",1
I really like these. I would be interested in similar items with more/longer strands.,1
Bought these for my daughter and she's thrilled with them. I have to admit they do look good and will add variety to her ordinary studs. Thanks Tanglemoss.,1
Amazing! Perfect for my geology/petroleum engineering major! She loves them. Arrived from Maylasia 2 days after shipping. Couldn't believe it,1
Love love love love love!!!!,1
"These earring are absolutely PERFECT , I’ve had other climbers that constantly fall off the ear but these stay right where you put them- so beautiful and exactly what I was expecting! Highly recommend this shop- I will be buying more from here! (Also received a promo code simply for shopping for my next purchase)",1
"I get so many compliments!  I love
These!",1
"I love these earings. They are really well made, everything was on time and i will definetly buy more beautiful items from this shop. Sharing love and pretty things. Thank you!",1
Love the delicacy of this climber.  My daughter wanted ear cuff climbers for Christmas; her look of delight when she realized these were waves told me we made the perfect selection.,1
"I love these earrings!!!!  At first they didn't stay in a climbing position but that's because I got the 7 stone climbers and my upper ears are both thin and narrow. I have issues with all climbers because of my ears. I worked with the store and she was amazing to work with. Margay walked me through how to adjust them and they work!!! They stay in a climbing position! I love these earrings, great quality, super great customer service and fast shipping. Will be purchasing from this shop again for certain.",1
"This shop is AMAZING!! The original climbers were about 2 stones too big, and they offered to make me a new set with 2 less stones. And now they are PERFECT!! I will definitely buy more items from this shop because they obviously care about the happiness of their customers. Thank you so much for being so awesome!!!!!",1
"Completely obsessed! I've received so many compliments and I can barely feel them in my ear. I typically can't wear earrings for more than a few hours, but I've worn these all day and absolutely love them!",1
I am obsessed with these!! Thank you SO much! 💫💫💫,1
"I love Lucie’s jewelry!! I now have two of her items that I’ve been coveting (elk antler ear climbers and cedar ring) and both were shipped out sooner than expected and arrived perfectly. The quality of her jewelry is well above what I had expected, and every piece is so delicate and beautifully detailed. I will definitely be treating myself to more of her pieces in the future! Thank you Lucie!",1
Amazing! I love these. I was searching for the perfect pair of ear climbers and I found them!!! I wanted something interesting but not blingy. These are beautiful and classy with a bit of edgy. Great quality!,1
"I've wanted to try an ear climber for a while, but wasn't really sure how they would look on me.  I decided on this gorgeous design and I'm so glad I did.  I love them (I ordered the pair).  They are fantastic...don't hesitate if you're thinking about these!",1
"Totally love this piece! It is beautiful, it holds in place, it is comfortable and I've gotten several compliments. It shipped really quickly.",1
Wore these earrings on my wedding day and they were perfect. So beautiful.  This is  my 2nd pair. I unfortunately lost the 1st pair and I wanted to wear them for a wedding I was a bridesmaid in. I got a lot of compliments on the earrings!,1
"I ordered these crawlers for my wedding. They arrived on time but they were the wrong color. I reached out to the seller and she sent me a new pair with expedited shipping so they arrived in time for the wedding and reimbursed me for the return shipping for the others. I am very pleased with the earrings, they are super pretty and I will wear them many times after my wedding!",1
"They are so beautiful!! I haven't tried them on yet, but am so excited :)
Update: I wore them for the first time today, I love them!!! I was pleasantly surprised by how well they stayed on, no falling or anything!",1
"These earrings are beautiful!!! At first I was confused how to put these on but the creator was so sweet about explaining how they slide on differently than other pierced earrings... I have a short gray pixie cut and they bring just the right sparkle to catch the eye... thank, thank!!!!!",1
"Read the instructions or your earrings will not be secure! Once you do, your earrings aren't going anywhere! I'm so grateful I found these. I love going to thrift stores and finding unusual jewelry, but many times the backings aren't original or well fitting. These put my heavier statement earrings back into rotation --they passed the test and had my earrings secure for the whole day. I'll probably be using them from now on with all of my earrings because I feel so safe using them. So, so happy I bought these, thank you so much!",1
Wow! merveilleuse invention! Je ne perd plus mes précieuses boucles d'oreille! Je vais le recommander à toutes mes amies!,1
Perfect!  I love these earring backs.  They are so secure.  Shipped quickly!,1
These are great! They work as advertised and my earrings don’t budge. Easy to use and comfortable. Probably a little overpriced in my opinion but I don’t know of any other option to prevent you from loosing your earrings so it’s worth it.,1
"Beautiful jewelry! Great quality and it shipped fast. Only issue is that on the shop page the seller claims that the items are shipping from the U.S., however, I was charged a foreign transaction fee. I even had my results filtered on the Etsy app to only show those shipping from the U.S. If I would have known this, I would have used a different credit card to avoid the fee. Just want others to be aware before ordering!",1
"The climbers are pretty, solid, nicely made. I bought the climbers to hide some of my old piercings.",1
Loved it!!! Fast shipping to EU,1
Just what I wanted. Love these!,1
These are so cute and dainty! Super light too :) Love the subtle color; will definitely be wearing these a lot!,1
I love these so much! They look amazing and are very comfortable.,1
"These are gorgeous and well-made. They look great on and are excellent if you want an earring that lays flat against your ear. My only complaint is that they are tight. I may have ""thicker"" earlobes than these are intended for and can get uncomfortable after several hours. I may get a second earlobe piercing and then I think they would be perfect.",1
"I love these Lapis Lazuli earrings!
They are fabulous!
Thank you!",1
To Nepalma thank you so much for taking your time to customize my order. Im very happy with my earrings. I’ve gotten so many compliments already :) .,1
"Les boucles d'oreille sont très jolies mais ne correspondent à celles que j'avais commandées. elles était dans le même style mais celle que j'avais commandées étaient rouges et celles que j'ai reçu était vertes. 
Heureusement, la personne à qui je les ai offerte adore le vert et portait justement ce jour là un pull de la couleur des boucles d'oreille. finalement une bonne erreur.",1
"Lively, cheerful everyday earrings. They are light, comfy and add a little bit of brightness to anything you might wear.",1
I bought these earrings during current lockdown for my Son’s girlfriend’s 40th birthday. Beautifully designed and made. Arrived on time. Will definitely buy from this supplier again.,1
I love this. Really handy just to throw over your shoulder when you don't want a handbag with you. The purse us big enough though to put your car keys in and that all important mask. I got the mustard and the colour is fab. Had loads of compliments - I would definitely recommend it,1
Beautiful! Exactly what I wanted to attach to an ornament made from Grandmother's wedding dress. Beautifully engraved.,1
"The earrings were beautiful, there was more contrast between the different coloured stars than could be seen in the photo. 
The quality of the earrings exceed expectation and I will definitely be buying more jewellery from this shop.",1
"Oh my goodness these are beautiful. I love the way the back of the earring is set up, it keeps it balanced and so so much easier to keep on. I had gotten another pair somewhere else and they were studs and just kept falling down. Not with these!!! Obsessed. ❤️",1
"I just received my Star Ear Crawler Earrings, they are very comfortable and they fit perfectly.   I would recommend this shop - VermeilSupplies to everyone!   I just placed another order from this shop, Moon Phase Ear Crawler Earrings and I can't wait to get them!  Thanks for the great pair of earrings!   Tim and Angela Jurgensen",1
"It's perfect!   Looks exactly like the photo, very light and delicate and stays in place with no problem.   Love it!",1
Absolutely love these ear climbers! They came super quick and are such good quality!,1
Went perfectly with my gold dress! Made it in plenty of time for my event.,1
These earrings really catch the light.  They are stunning!  My daughter has a pair of these earrings.  The way these earrings catch the light made me want a pair too!,1
"I am very satisfied with this shopping, i think this is coolest ear climbers ever! 
Thank you!",1
"These are my first ear climbers and they're so cute! I bought them for my birthday since I'm a Cancer. I like the shop's astrology constellation and birthstone ear climber collections.

The earrings arrive in a tiny glass bottle (think 1"") with a cork to keep them safe & in shape. Make sure to pinch the back firmly enough for the ear climber to stay put, but loose enough to be comfortable.",1
This is such a unique piece!  I wore it for my celestial-themed wedding and got so many nice compliments.  A very special addition to my wardrobe on my special day. :),1
"Just received my earrings and LOVE them! The packaging is adorable (these are a gift and the packaging is seriously going to add to the cute factor, very nice touch!) The earrings look exactly as pictured! Very happy, thank you!",1
"Though there were some serious mishaps with shipping by no fault of the seller (the package was stuck in customs for about a month), I am so, so happy with this purchase! These earrings are dainty and adorable, and they are great quality. Plus, they came in the cutest wrappings! I can't wait to give these as a gift! I would definitely recommend, but make sure to leave ample time for shipping.",1
"These earrings are stunning!! I have quite small ears, so the bottom jewel doesn’t sit close to my ear but it looks cute despite! I was so glad these earrings are true to being ‘dainty’ as these were the perfect size for my tiny ears! Will buy from again in future💜",1
They're finally here! They took about 20 days to come in because of the corona virus but they are perfect. Exactly like they were pictured and the sparkle is just beautiful. Thank you Lia!!!,1
"Lovely,very eye catching!!",1
So cute and comfortable! Simple design but the jacket makes it just a little ~fancy~ Great quality and fast shipping!,1
These earrings are completely awesome! I ended up getting a few other pairs shown in the picture as well. Everything was presented beautifully and really high quality. Gracy was so sweet and did an incredible job making these items. I highly recommend this shop!,1
"The earrings took a little while to arrive but that was expected, as they were shipped from the other side of the world. They are beautiful! I got them to go with a rose gold necklace of mine and I really like that they are unique, simple, and elegant. Thank you!!!",1
These earrings are easier to put on than the jacket type with a similar look. They look terrific on. I love them!,1
LOVE these earrings! And I was even gifted a cute letter “e” ring complimentary with my order. Love the simple aesthetic and shipped surprisingly fast to the US!,1
"I LOVE these earrings! I have the hammered silver ones. They can be dressed up or down, always get compliments on them! Love them so much that when I lost one traveling, I bought the pair immediately again!",1
These earrings are perfect!! They look exactly like they do in the photos! They are delicate enough for everyday wear. I have gotten so many compliments in these! Since of my faves now!,1
Thank you so much for these beautiful earrings. I love them!! Just what i hoped for and clearly made with such care.,1
"some ear jackets are too large, this is just right. Combined with the teardrop and I have a perfect set.",1
"I'm wearing these a lot! And getting lots of compliments. Great quality, great design!",1
"I love these earrings, I have worn them everyday since receiving them. I really loved the wood display they come on too. Thank you",1
"Excellent transaction! Seller had good communication, shipped in a timely manner, and the packaging / presentation of the earrings exceeded my expectations!",1
"Best purchase I've made in a long time, quality is superb! I've worn them every day since I got them and gotten so many compliments because they are so beautiful and unique, thank you Otis Jaxon!",1
"Beautiful gorgeous earrings! More stunning when seen in person than on the screen. Needless to say, very stylish when worn! Really happy with my purchase.",1
My favs. So gorgeous and different to everyone else. Quality is exceptional and packing is gift worthy,1
Delivery was really  great and super  fast!!! It comes in a a cute little  package. Earring are a fabulous  silver item that really stands out!!!,1
"I’ve  been searching for Ear Crawlers that speaks to me, and I cannot believe this is the most beautiful set, and my very first pair of Ear Crawlers that I finally found.  They are exquisitely made and stunning!  This is truly an artist at work....packaged very nicely...I am thrilled and will always appreciate them.  Thank You...",1
"I love love love it so beautiful, I have received many compliments. Shipping was fast considering it came from a great distance.",1
Bought the ear crawlers together with a tiny single flower earring to wear on the other ear and I couldn't be happier. They fit perfectly and are as pretty as on the pictures. Also great communication and customer care from Eleni and her team. Thank you!,1
"I ordered the earrings based on the pictures and reviews by other customers. I am so happy I did! They are beautiful and perfect for my inner ear, conch piercing!!! The packaging was great and the delivery was fast, too!",1
Love that it is dainty yet stands out and goes well with so many of my other jewelry!,1
Everything was perfect. The item is excellent. Shipping was fast.,1
Super pretty climbers. Thank you.,1
These are well made and go with casual or dressier outfits,1
"Love it. So different looking I receive  compliments every time I wear it. 

Thank you",1
I bought two items from this shop and love them!! The seller is fantastic and stayed in touch with me throughout the delivery processs.,1
Not my favorite. I buy a lot of these climbers and this one felt very breakable. It measures correctly but on the average ear it doesn’t go all the way up like pictured. It’s an odd shape that doesn’t sit comfortably on the ear which maybe difficult because everyone has different ear shapes. The earnings came in a very tiny ring box and were slightly bent when I received them. Not worth the 53 dollars I spent.,1
"Once again,I am over the moon with these gorgeous ear climbers. They are so different and so comfortable to wear.I love the colours,which is a nice added bonus.
And guess what??!! I've just bought another pair lol..I just can't keep away😉
Thank you so much 💖 xxxx",1
"These are beautiful! I love that they're uniquely shaped earrings made from titanium. They don't bother my ears. The only thing of note is that the posts are a little thicker than I'm used to, so that took some adjustment time. Overall very happy with this purchase.",1
"These are so cute, I'm completely in love with them! Fast shipping too- will purchase from again!",1
"love these earrings. They are climbers, but they aren't obnoxiously climbers, so if you're looking for something that is similiar, but not all the way up your earlobe, these are the ones. The titanium is great for my daughter who has a nickel allergy. We have the silver matte finish, and I am thinking about orderring a pair for myself, or maybe stealing my daughter's pair. ships from Greece, so it does take a minute getting here, but they are beautifully wrapped. Went in easter basket.",1
Obsessed with these.,1
These earrings are gorgeous!  I get constant compliments on them.  They require a little fiddling and squeezing to get them to stay in place.,1
"It's beautiful, comfortable, stays in place, and exactly as pictured! It also is one of the few earrings I can wear that doesn't irritate my sensitive ears.  I love it and have gotten so many compliments on it already.  Thank you Kristen!",1
"The rose gold ear climbers are a beautiful color just as I hoped.  They stay in place quite well.  Sometimes my hair catches them but that's the life with a lot of crazy waves.  They go up almost half way up my ear, were easy to put in and they are classy and funky with out being ""too much"" to wear to an office, interview, etc.  They arrived quickly and were packaged nicely.  I would purchase from Glamrock again.",1
Love these! Wore them to a wedding and received so many compliments on how gorgeous they were.,1
"These earrings are so beautiful, also versatile. I put the hoop jacket on to dress up and where the circular studs all of the time.",1
"The earrings are just what I asked for and very feminine, too.  The workmanship is excellent.  Packaged well and fast arrival.  Thank You!",1
Received on time and very pretty! Love the polished silver!,1
These earrings are amazing! I didn't want anything too big just simple and dainty and these earrings are exactly that! So happy with my purchase and so happy with the quality. Thanks again!,1
Great little earrings! I was nervous because I wanted to wear these in my third holes but they are small enough that they look great even that far up my earlobe without going into the part where my ear curls over. Comfy enough to sleep in (though I usually turn them face down) which is what I wanted and it was really hard to find a climber earring that didn't have a stud back. The back also is adjustable for how tight it is which is nice and no irritation from wearing them for a long time. Highly recommend!,1
Beautiful delicate climbers. Clearly well made. I'm so excited to have them. They didn't take long to arrive either. Love love love them. Thank you so much!!!!,1
I love this piece of jewelry! They are just beautiful! Thank you so much!,1
"Beautiful set of earrings, you can wear it as a single stud or a jacket! I love the adjustable aspect of the jacket as well! Love it!",1
"I love these! I've always had issues with small earrings looking like they've disappeared in my ear lobe because of the shape, but these don't! They're super simple for everyday wear, but you can also use them for something a little fancier!",1
"I love this earrings very much, it shipped on time; the seller is great and I definitely purchase more items from her.",1
Super cute!!!,1
"I LOVE these earrings! Oak leaves and acorns are my family’s thing (because of the saying “Mighty oaks from little acorns grow.”) so these earrings are very special to me. They are well made and beautiful! I’d buy the other earring set available too if the two earrings were mirror images of each other. Also, if there were a bar style necklace with a chain soldered to each side of this curved oak branch, I’d buy it too. I definitely recommend these earrings!",1
